식품대분류명,식품명,대표식품명,식품중분류명,식품소분류명,식품세분류명,제목,재료,레시피
찜류,풋고추찜,풋고추찜,해당없음,해당없음,해당없음,in,in,in
구이류,가자미구이,가자미구이,해당없음,해당없음,해당없음,in,in,in
구이류,갈비구이_쇠고기,갈비구이,쇠고기,해당없음,해당없음,"Are you going to go camping and only eat ramen? High-quality camping cuisine, grilled back ribs","Back ribs, whole pepper, ginger, green onion, cheongju, 1 cup (200ml) commercial barbecue sauce, red pepper oil, red pepper paste, starch syrup, minced garlic, cooking wine, pepper powder","Soak back ribs (1kg) in cold water for half a day to remove blood. Remove the opaque membrane on one side of the back rib. Put the back ribs together with pepper, ginger, and green onion in boiling water and when it starts to boil, pour in the rice wine (2 tablespoons) and boil for 30 minutes. put in Make the sauce. [Sauce] 1 cup of commercial barbecue sauce = 200ml + 2 tablespoons of red pepper oil + 2 tablespoons of red pepper paste + 3 tablespoons of starch syrup + 1 tablespoon of minced garlic + 2 tablespoons of cooking wine + a little bit of pepper. Cool completely, put it in an airtight container (zipper pack) and store in the refrigerator. Put it on a pan or grill at the campsite and bake it until golden brown."
구이류,갈치구이_기름,갈치구이,기름,해당없음,해당없음,It is delicious to catch the fishy smell with curry! Grilled Cutlassfish,"Cutlassfish, starch, curry powder, salt","Cut a cut of haircut and sprinkle with salt. 2 pieces of haircut, a little bit of salt Mix starch and curry powder well. 2T starch, 1T curry powder Sprinkle salt on haircut with starch and curry powder. Grease the preheated pan with oil and bake both front and back to golden brown. Preheated pan"
구이류,고등어구이_석쇠,고등어구이,석쇠,해당없음,해당없음,Can't we eat fish because we're worried about oil spillage? ★ Grilled Mackerel,"Mackerel, Salt, Lemon Juice",Wipe the trimmed mackerel with a kitchen towel to remove moisture. Cut in half and sprinkle with salt and lemon juice. Bake for 15 minutes at 170 degrees in the air fryer. Air fryer
구이류,곱창구이_쇠고기,곱창구이,쇠고기,해당없음,해당없음,in,in,in
구이류,김구이_조미김,김구이,조미김,해당없음,해당없음,Making Kimchi without worrying about burning it!,"seaweed, sesame oil, salt",Grease the seaweed with sesame oil and sprinkle with salt. Apply only on one side. Divide the seaweed into 6 equal parts. Place it vertically in the air fryer. Bake in the air fryer at 180 degrees for 5 minutes to complete.
구이류,꼬치구이_닭고기_대파,꼬치구이,닭고기,대파,해당없음,"Soft, not chewy ♥ Grilled Beef Skewers","Chives, Beef, Shiitake Mushrooms, Tempura Powder, Soy Sauce, Minced Garlic, Sugar, Sesame Oil","Cut chives and beef into 5cm lengths and shred shiitake mushrooms. 10 chives, 200g beef, 2 shiitake mushrooms Season beef and shiitake mushrooms with seasoning ingredients. [Seasoning ingredients] 3T soy sauce, 1 minced garlic /4T, 1/2T sugar, 1T sesame oil Put chives, beef, and shiitake mushrooms on skewers in that order. Dip the skewers in frying powder. 2T of frying powder Grease the preheated pan with oil and cook the skewers from front to back until golden brown. Pan"
구이류,닭구이,닭구이,해당없음,해당없음,해당없음,How to make sweet and salty chicken in the air fryer! Rice cakes chicken!,"Chicken leg meat, chicory, carrot, onion, sesame leaf, young leafy vegetables, assortment of sprouts, rice cakes, soy sauce, oligosaccharide, ginger juice, pepper","Slice carrots, onions, and sesame leaves, and tear the chicory into bite-size pieces. Add the seasoning ingredients to the chicken thighs and mix well. Place the seasoned chicken thighs in the air fryer basket and bake for 15 minutes at 180 degrees. Cut the air fryer grilled chicken thighs into bite-size pieces. Place the trimmed vegetables on a plate, top with chicken leg meat, and serve with rice cakes."
구이류,닭발구이,닭발구이,해당없음,해당없음,해당없음,in,in,in
구이류,닭튀김_양념,닭튀김,양념,해당없음,해당없음,Japanese style Boneless Chicken Tempura~ Karaage,"Chicken leg, minced garlic, soy sauce, rice wine, pepper, egg, starch","Prepare the chicken leg by cutting it into bite-sized pieces. Put the chicken, minced garlic, soy sauce, pepper, and rice wine in a 300g bowl and marinate for about 10 minutes. 1/2T minced garlic, 2T soy sauce, 1T rice wine, a little pepper Add 1 egg to the marinated chicken and mix. Add starch to the 1 egg sanitary pack, add the egg-coated chicken and shake well to coat it with starch evenly. complete Serve with dipping sauce."
구이류,떡갈비,떡갈비,해당없음,해당없음,해당없음,Sweet patties are tteokgalbi! Whoa! Tteokgalbi Burger,"Commercial tteokgalbi, cucumber, tomato, lettuce, hamburger bun, sliced ​​cheese, sliced ​​cucumber pickle, butter, barbecue sauce, mayonnaise","Heat cooking oil in a pan heated over medium heat, put commercially available (frozen) Tteokgalbi and cook it on both sides until golden brown, then add BBQ sauce (3T) and cook it shiny. Slice to fit. 1/8 cucumber, 1/2 tomato, 4 lettuce Put the hamburger buns on a pan with butter (1 T) and bake them until golden. 2 hamburger buns Spread mayonnaise on the bread and then the ingredients and cover with the top of the bread. Mayonnaise 3T"
구이류,런천미트구이,런천미트구이,해당없음,해당없음,해당없음,in,in,in
구이류,뱅어포구이,뱅어포구이,해당없음,해당없음,해당없음,A simple drink with grilled whitebait! Good as a side dish!,"Whitefish Potatoes, Sesame Seeds, Gochujang, Oligosaccharides, Minced Garlic, Sesame Oil, Cooking Wine",Put the seasoning ingredients in a bowl to make a sauce. Grease the whitefish in a preheated pan with a little bit of oil and roast both front and back to golden brown. Sprinkle seasoning on the grilled whitefish. Roast the seasoning in a dry pan once more. Sprinkle sesame seeds on the baked whitefish to finish.
구이류,버섯구이,버섯구이,해당없음,해당없음,해당없음,Add the savory taste of butter to the popping texture! Grilled Enoki Mushrooms,"Enoki mushroom, butter, minced garlic, chives, salt, pepper","Chop the enoki mushrooms. Chop chives finely. 1 bag of enoki mushrooms and a little chives Put butter in a pan and fry minced garlic, then add mushrooms and bake. Pan 1/3T of butter and 1T minced garlic Season with salt and pepper and place on a plate. A little salt, Add the sliced ​​chives to a frying pan with a little pepper and fry the mushrooms, then place them on top of the mushrooms."
구이류,버섯구이표고버섯,버섯구이표고버섯,해당없음,해당없음,해당없음,in,in,in
구이류,불고기_쇠고기,불고기,쇠고기,해당없음,해당없음,A healthy and clean one-pot meal! Baekseonsaeng Bulgogi Rice Bowl,"Pork (bulgogi), soy sauce, sugar, water, minced garlic, pepper powder, sesame oil, onion, green onion, egg, rice, kasuobushi","Add soy sauce, sugar, minced garlic, and sesame oil to 200g of water to make seasoning sauce. Sauce: 1.5T soy sauce, 1.5T sugar, 200g water, 1/2T ground garlic, 1/2T sesame oil Place 1 serving of marinated meat in a pan. After adding the seasoning sauce, turn on the heat and cut it with scissors. When the meat in the pan is cooked to some extent, add the shredded onion and green onion. Put 1/4 onion, 10cm green onion, bonito flakes and egg water on top. 1 egg [optional] Kasuobushi 1 handful When the meat is fully cooked, put the rice in a bowl and put the meat on top. 1 serving of rice"
구이류,불고기_오리,불고기,오리,해당없음,해당없음,Bulgogi rice bowl with duck and deodeok fried in spicy sauce,"Duck, deodeok, chives, onion, salt, pepper, cooking oil, sesame, sesame oil, rice, red pepper paste, red pepper powder 1/2 tbsp, soy sauce, minced garlic, cooking wine, sugar, pepper","Season the duck meat with salt and pepper. Slice the onion and cut the chives into 4-5cm lengths. Peel the deodeok, tap it lightly, and tear it into appropriate sizes. Mix all the seasoning ingredients in a bowl. It is good to make it in advance and use it after aging it. Add the mixed seasoning sauce to duck meat, onion, and deodeok and toss to combine. Heat oil in a frying pan, add the mixed ingredients and stir-fry. When cooked, add chives and stir-fry. Place deodeok duck bulgogi over the rice and sprinkle with sesame seeds and sesame oil to finish."
구이류,삼겹살구이,삼겹살구이,해당없음,해당없음,해당없음,Grilled Pork Belly in Soy Sauce Chik~Cheek~ Even the sound is delicious...☆,"3 strips of pork belly (about 300g), green onion, salt, pepper, cooking wine, flour, soy sauce, cooking wine, minced garlic, minced ginger, oligosaccharide, pepper","Prepare the pork belly and green onion by cutting them into bite-size pieces. Season the pork belly with salt, pepper, and cooking wine. Add flour to the marinated pork belly and mix. Grease the preheated pan with oil and prepare the pork belly. Green onions are also grilled in a grilled pork belly pan. Put the seasoning ingredients in a pan and bring to a boil, then add the grilled pork belly and green onion and boil it slightly to finish."
구이류,삼치구이,삼치구이,해당없음,해당없음,해당없음,in,in,in
구이류,새우구이,새우구이,해당없음,해당없음,해당없음,It's me who doesn't drink beer! It's me! Garlic Butter Shrimp,"Shrimp, minced garlic, butter, parsley powder, pepper, salt","Remove the intestines by piercing the back of the shrimp with a toothpick. 7 shrimps Peel the shells of the shrimp with toothpicks. Sprinkle with pepper and salt. Make the sauce by mixing butter, minced garlic, and parsley powder. 2T butter, 2T minced garlic, and parsley powder Apply the shrimp sauce moderately and bake in an oven preheated to 180 degrees for 15 minutes. .Oven"
구이류,스테이크_소등심,스테이크,소등심,해당없음,해당없음,It just gives off a luxurious scent! Cream Sauce Sirloin Steak,"Beef sirloin, onion, salt, pepper, butter, olive oil, onion, mushroom, flour, butter, milk 1/2 cup, salt, pepper, parmesan cheese powder, minced chives, rosemary","Thinly slice the onion and cut the whole garlic and mushroom into slices. 1/4 onion, 5 whole garlic, 4 mushroom mushrooms Sprinkle salt and pepper on the sirloin and marinate it with olive oil. 400g beef sirloin, a little pepper. Put 2T onion, garlic cloves, and mushroom and stir-fry. Push the pan-fried ingredients to one side, add 1T butter and flour to make a roux. Add 1T flour and milk, season with salt and pepper, and boil. Milk 1+1 Add /2 cups, a little salt, and a little pepper, and boil until thickened to make the sauce. 1T Parmesan cheese powder Bake the meat on both sides in a preheated pan. It tastes better, put the meat on a plate and top it with the sauce."
구이류,스테이크_소안심,스테이크,소안심,해당없음,해당없음,in,in,in
구이류,오리고기구이,오리고기구이,해당없음,해당없음,해당없음,in,in,in
구이류,장어구이_고추장,장어구이,고추장,해당없음,해당없음,in,in,in
구이류,조개구이_키조개,조개구이,키조개,해당없음,해당없음,in,in,in
구이류,조기구이,조기구이,해당없음,해당없음,해당없음,in,in,in
구이류,참치구이_머리,참치구이,머리,해당없음,해당없음,in,in,in
구이류,치킨데리야끼,치킨데리야끼,해당없음,해당없음,해당없음,in,in,in
구이류,함박스테이크,함박스테이크,해당없음,해당없음,해당없음,A simple meal that you can make at home! Soft and moist hamburg steak,"Minced onion, minced mushroom, potato, minced beef (rump), minced pork (hid leg), bread crumbs, butter, minced garlic, pepper powder, commercially available steak sauce, cooking wine, salt, pepper powder, butter, shredded onion, flour, solid High Rice, Water, Tomato Sauce, Commercial Steak Sauce, Soy Sauce, Starch Syrup, Salt, Pepper Powder, Cabbage, Salt, Vinegar, Mayonnaise, Sugar, Mustard Sauce, Pepper Powder","Put butter (1 tbsp) in a pan heated over medium heat and when it melts, add chopped onion, garlic, and mushroom and sauté while sprinkling pepper (a little). 3 pans Grind medium-low heat potatoes on a grater and drain through a fine sieve (or cotton cloth). Add meat and ground seasoning to a 1/2 potato grater and mix. 1 tbsp, a little bit of salt, and a little bit of black pepper Powder the cheek meat on a kitchen towel to remove the blood and use it. If you don't have a commercially available steak sauce, you can use soy sauce or Worcestershire sauce. Add the roasted vegetables, ground potatoes, and breadcrumbs (1/4 cup), and knead enough to develop stickiness, then form a flat round shape. Put butter (1 tbsp) in a pan heated over high heat and when it melts, put the patties on top and cook the outside, then reduce the heat to low and cook until the inside by stabbing 2 or 3 times with chopsticks. Add chopped onion (1/2) and flour (1 tbsp) and fry over low heat for 1 minute, then pour in water (2 cups), dissolve high rice powder (4 tbsp) and boil over medium heat. tbsp), commercially available steak sauce (3 tbsp), soy sauce (1 tbsp), starch syrup (3 tbsp), salt (a little), and pepper (slightly) and boil to make the sauce. Shred the cabbage, mix it with salt (1/2 tbsp) and vinegar (4 tbsp), marinate it for 10 minutes, drain the water and mix with the rest of the seasoning. Place the grilled patties and coleslaw in a bowl and sprinkle with sauce. [Remaining seasoning] 3 tablespoons mayonnaise + 1 tablespoon sugar + a little bit of pepper"
전·적 및 부침류,가지전,가지전,해당없음,해당없음,해당없음,in,in,in
전·적 및 부침류,감자전,감자전,해당없음,해당없음,해당없음,The regular menu during the rainy season! crispy potato,"Potatoes, salt, red pepper, cheongyang pepper, soy sauce, vinegar","Grate the cleaned and peeled potatoes. Then, cut red and cheongyang peppers and prepare them as garnishes. 2 potatoes, 1/2 red pepper, 1/2 cheongyang pepper Place the ground potatoes on a sieve to drain the water and leave the water until the starch subsides. Discard only the water and leave the starch. Mix together the potatoes, starch, and 1/4 tbsp salt. Grease a heated pan with a little oil, put the dough on it, and then put green and red pepper on top and bake until golden. Add 2 tablespoons of soy sauce, 1 tablespoon of vinegar, and a little minced green and red pepper in the pan to make soy sauce. Serve with soy sauce. Soy sauce: 2 tablespoons soy sauce, 1 tbsp vinegar, cheongyang pepper, red pepper"
전·적 및 부침류,고구마전,고구마전,해당없음,해당없음,해당없음,in,in,in
전·적 및 부침류,김치전,김치전,해당없음,해당없음,해당없음,Have you been sleeping? Manlab Homemade Cooking Ramen Kimchi Jeon,"Kimchi, egg, ramen soup, water, pancake powder, ramen (sari), cooking oil, cheongyang red pepper (green pepper)","Crush the ramen into small pieces. Put the kimchi in a bowl of ramen (sari), chop it finely with scissors, and then add the peppers. 1 cup of kimchi, 1 cheongyang red pepper (green pepper) balls do it. Crack eggs (2 pieces), add water (1/2 cup), ramen soup (1/2 bag), soup stock (1 bag), pancake powder (1/2 cup), and crushed ramen. Mix. Pour plenty of cooking oil into a pan heated over medium heat, put the dough on top and bake until golden brown. Appropriate amount of cooking oil Medium heat"
전·적 및 부침류,달걀말이,달걀말이,해당없음,해당없음,해당없음,Appearance of the new stealer cod roe! Cod roe scrambled egg rolls,"Egg, Cheongju, pepper powder, salted cod roe, Songsong chopped Cheongyang pepper, Songsong chopped chives","Crack eggs in a bowl, add rice wine and pepper powder, and beat finely. Add 3 eggs, 1 tablespoon of sake, and a little bit of pepper powder and chives and cheongyang red pepper and mix. Heat cooking oil (1 tbsp) in a pan heated over medium heat, pour in the egg water (1/2 portion), and cook while stirring. When half-boiled over medium heat, place the cod roe on top and roll it around. Pour it, and add it to the rolled egg in the first round, cook it and roll it up. Cut into bite-size pieces and finish."
전·적 및 부침류,달걀부침(달걀후라이),달걀부침(달걀후라이),NaN,해당없음,해당없음,in,in,in
전·적 및 부침류,달걀부침(달걀후라이),달걀부침(달걀후라이),햄,해당없음,해당없음,in,in,in
전·적 및 부침류,두부부침,두부부침,해당없음,해당없음,해당없음,Curry powder is also valuable if you are bored with only tofu.,"Tofu, egg, curry powder, pancake powder, salt, pepper, cooking oil, chives","Remove the water from the tofu with a kitchen towel, then cut it into appropriate pieces and sprinkle with salt and pepper on both sides. 1 tofu, a little bit of salt and a little bit of pepper. 2 tablespoons bowl Put curry powder in a bowl with pancake powder and mix well. 2 tablespoons pancake powder, 2 spoons curry powder Coat the tofu in the order of pancake powder> egg water. Put some cooking oil in a heated pan and grill the tofu in a golden color on both sides. A little oil in a pan"
전·적 및 부침류,맛살전,맛살전,해당없음,해당없음,해당없음,"Taste of fragrant sesame leaves and sesame seeds ★ It rained today, but sesame leaves taste delicious?","Meatballs, eggs, sesame leaves, pancake flour","Dip the inside of sesame leaves with panchim powder, then put the meat in it and roll it around. 1, coat the pancake flour> egg batter. You can use flour instead of pancake flour. Put a little oil in a heated pan and cook until golden brown on both sides."
전·적 및 부침류,메밀전,메밀전,해당없음,해당없음,해당없음,in,in,in
전·적 및 부침류,버섯전_표고버섯,버섯전,표고버섯,해당없음,해당없음,in,in,in
전·적 및 부침류,부추전,부추전,해당없음,해당없음,해당없음,"On a rainy day, go to makgeolli! Squid Leek Jeon","Chives, chungyang pepper, squid, egg, water, 2+1/2 cups pancake powder, cooking oil, red pepper, soy sauce, vinegar, red pepper powder","Put the egg and water in a bowl and mix, then add the pancake powder and mix without any dry powder. 1 egg, 2 cups water, 2+1/2 cups pancake powder Add the leek, squid, and cheongyang pepper cut into bite-size pieces. Mix 1 handful of chives, 1 squid, 2 cheongyang peppers, cut in pine cones. Heat plenty of cooking oil in a pan heated over medium heat and spread the dough evenly. Sprinkle an appropriate amount of cooking oil in a pan and cook until golden brown on both sides. 1 red pepper sliced Finish with dog soy sauce. [Soy sauce ingredients] 2 spoons of soy sauce, 1 spoon of vinegar, a little red pepper powder"
전·적 및 부침류,산적_돼지고기,산적,돼지고기,해당없음,해당없음,Seopsanjeok l Korean Food Certification Practical l Test Time 30 minutes,"Beef, tofu, green onion, garlic, salt, sugar, sesame salt, sesame oil, pepper, pine nuts, cooking oil","Finely chop the onion and garlic. Remove the pressed part of the tofu from the plate and then remove the moisture with a cotton cloth. Mash the tofu finely with the back of a knife. The beef is finely minced. When the beef is served, it is wrapped in a kitchen towel to remove blood and prevent cross-contamination. Add beef, tofu, 1/3t salt, 1t sugar, green onion, garlic, pepper, sesame salt, and sesame oil and knead enough to make a meat dough. Make a dough by mixing tofu and beef in a ratio of 1:3. After kneading it so that the particles cannot be seen, shape it into a square shape (opposite side) 1 * 8*8cm. Make a small cut in a + shape. Heat the grill and coat it with cooking oil on the front and back, then raise the sopsanjeok and bake it back and forth. Be careful not to break it when turning or moving it. Chop the pine nuts softly while the subsanjeok cools. When it cools sufficiently, cut the pine nuts so they don't break. do."
전·적 및 부침류,스크램블드에그,스크램블드에그,해당없음,해당없음,해당없음,in,in,in
전·적 및 부침류,애호박전,애호박전,해당없음,해당없음,해당없음,"I'm hungry late at night.. I decided on you, a simple late-night snack zucchini!","Zucchini, dried shrimp, salt, starch","Shred zucchini and onion, add salt, and marinate for 10 minutes. 1/2 zucchini, onion, and 1/4 tbsp salt Grind dried prawns in a mixer. 1/2 cup dried prawns Add starch and dried prawn powder to the pickled zucchini. Toss with 2 tablespoons of starch. Heat oil in a frying pan with a mixer, put the pancake on it, and bake it crispy. Pan"
전·적 및 부침류,완자전_돼지고기,완자전,돼지고기,해당없음,해당없음,in,in,in
전·적 및 부침류,완자전_쇠고기,완자전,쇠고기,해당없음,해당없음,in,in,in
전·적 및 부침류,완자전_참치,완자전,참치,해당없음,해당없음,in,in,in
전·적 및 부침류,완자전_해물,완자전,해물,해당없음,해당없음,in,in,in
전·적 및 부침류,채소전,채소전,해당없음,해당없음,해당없음,in,in,in
전·적 및 부침류,파전_해물,파전,해물,해당없음,해당없음,A day like today♥ Spicy Onion Seafood Pajeon,"Onion, chives, squid, flour, egg, water, MSG, grapeseed oil","Slice the onion and cut the chives into 4~5cm pieces. Peel the squid and cut the legs and body into 0.5x0.5cm pieces. Heat grapeseed oil in a pan and saute the onion until it turns brown. In a bowl, make the dough (wheat flour, egg, water, soft green candle). Add the fried onion, squid and chives and mix. Heat oil in a pan and fry thinly until done."
볶음류,감자볶음,감자볶음,해당없음,해당없음,해당없음,Fish cake! potato! End!! Stir-fried Fish Cake and Potatoes,"Fish cake, potato, onion, green onion, minced garlic, soy sauce, sugar, sesame oil, water, cheongyang pepper","Prepare the potatoes by slicing them in thin slices. Slice the onion and slice the green onion diagonally. Prepare 1/2 onion and 10cm green onion. Put the minced garlic in a pan greased with oil. Fry the minced garlic 1T pan. When the potatoes are cooked, add fish cakes and add 1/3 of water to the ingredients. Add 3 pieces of fish cakes soy sauce and sugar. 3T soy sauce, 1T sugar Add onion, green onion, and cheongyang pepper. Finally, add sesame oil to finish. 1/2T sesame oil"
볶음류,감자볶음_채소,감자볶음,채소,해당없음,해당없음,Fish cake! potato! End!! Stir-fried Fish Cake and Potatoes,"Fish cake, potato, onion, green onion, minced garlic, soy sauce, sugar, sesame oil, water, cheongyang pepper","Prepare the potatoes by slicing them in thin slices. Slice the onion and slice the green onion diagonally. Prepare 1/2 onion and 10cm green onion. Put the minced garlic in a pan greased with oil. Fry the minced garlic 1T pan. When the potatoes are cooked, add fish cakes and add 1/3 of water to the ingredients. Add 3 pieces of fish cakes soy sauce and sugar. 3T soy sauce, 1T sugar Add onion, green onion, and cheongyang pepper. Finally, add sesame oil to finish. 1/2T sesame oil"
볶음류,건새우볶음,건새우볶음,해당없음,해당없음,해당없음,One delicious meal with dried shrimp fried rice☆,"Dried shrimp, egg, green onion, rice, soy sauce, salt","Prepare dried prawns by grinding them in a blender. Chop the green onion finely and prepare it. Heat enough oil in a pan and add green onions to make oil. Push the green onion to one side, add the egg and scramble. Add dried prawns to the side of green onion oil and fry. When it smells like shrimp, mix the eggs together and add salt. Add rice and soy sauce and stir-fry to finish."
볶음류,곱창볶음_돼지고기,곱창볶음,돼지고기,해당없음,해당없음,"Dessert is always fried rice! If you eat giblets and don't stir-fry rice, it's sad~! Gopchang Fried Rice ★","Garlic, giblets, rice, onion, leek, sesame oil, sesame, red pepper paste, red pepper powder, soy sauce, cooking wine, sugar","Heat oil in a pan and fry the garlic cloves. When the garlic flavor rises, add the giblets, chopped onion, chopped chives, and seasoning ingredients and stir-fry. When the onion becomes transparent, add the rice and fry. When the giblets are cooked, turn off the heat, drizzle with sesame oil and sprinkle with sesame seeds."
볶음류,김치볶음,김치볶음,해당없음,해당없음,해당없음,One hundred and one hundred victory! Kimchi fried rice without failure,"Rice, minced onion, minced kimchi, minced ham, sugar, kimchi soup, red pepper paste, crushed sesame, perilla oil or sesame oil","Spread the rice on a large plate and blow hot steam. Make 1 bowl of rice seasoning sauce. Seasoning sauce: 2/3 tablespoons of sugar, 2 tablespoons of kimchi soup, 2/3 tablespoons of red pepper paste, 1 tablespoon of crushed sesame, 1 tablespoon of perilla or sesame oil. Heat cooking oil (2 tablespoons) in a heated pan, add chopped onion, minced kimchi, and minced ham and fry. Add 3 tablespoons of chopped onion, 1/2 cup of chopped kimchi, 3 tablespoons of minced ham, and stir-fry a little more in the medium fire seasoning sauce. Add in and stir-fry to finish. Tip ? Sprinkle fried egg and seaweed powder according to your taste."
볶음류,김치볶음_참치,김치볶음,참치,해당없음,해당없음,Stir-fried tuna kimchi is not salty and has a lot of flavor!,"Kimchi, canned tuna 1 can (150g), green onion, red pepper paste, sugar, sesame oil, sesame","The canned tuna is sieved to drain the oil. Slice the green onion diagonally. Heat cooking oil in a pan and stir-fry kimchi, then add sugar and tuna. Add red pepper paste and stir-fry, then add green onion, sesame oil and sesame seeds to finish."
볶음류,낙지볶음,낙지볶음,해당없음,해당없음,해당없음,OMG!! The bright red seasoning tempts me~ Stir-fried Octopus,"Octopus, bean sprouts 1 handful (100g), green onion 10cm, onion, cheongyang red pepper powder, fine red pepper powder, soy sauce, cooking wine, sugar 1/2T, minced garlic, ginger, sake, sesame oil","Dissolve 100g of bean sprouts in boiling water. Do not throw away the water poached for bean sprouts. Make sauce in a bowl. [Seasoning ingredients] Cheongyang red pepper powder 3T, fine red pepper powder 2T , soy sauce 2T , cooking wine 2T , sugar 1+1/2T , minced garlic 1T , ginger 1/6T , Cheongju 2T Ball octopus is colored in a heated pan Stir-fry until slightly crispy. 3 pan octopus Bake in a dry pan with unglazed water so that no water comes out when stir-frying the octopus. Put 1/2 cup of boiled bean sprouts water in a pan and boil it with seasoning sauce. Add the diced green onion and shredded onion to the boiled seasoning and simmer once more. 2 green onion, 1/2 onion, and chopped octopus, quickly stir-fry over high heat. Put bean sprouts and octopus stir-fry in a high heat bowl and add sesame oil. Add 1/4T to finish."
볶음류,닭발볶음,닭발볶음,해당없음,해당없음,해당없음,"I'm off tomorrow, so can I have a drink??? Boneless Chicken Feet","Boneless Chicken Feet, Soju, Whole Pepper, Green Onion, Cheongyang Red Pepper, Cooking Oil, Soy Sauce, Red Pepper Powder, Red Pepper Paste, Sugar, Minced Garlic 1+1/2 tbsp, Minced Ginger, Salt, Cheongju, Starch Syrup, Sesame Seeds","Put soju and whole pepper in boiling water and boil chicken feet. Wash in clean water several times. Cut green onion and cheongyang pepper diagonally. Mix the seasoning ingredients thoroughly. Add boiled chicken feet and seasoning sauce and mix thoroughly. If you like spicy, you can add 1/2 bag of Cheongyang Tok Tok. Heat oil in a pan, add seasoned chicken feet, and stir-fry, then add green onion and Cheongyang red pepper to finish."
볶음류,닭볶음,닭볶음,해당없음,해당없음,해당없음,Potatoes are plunging into the bubble soup! Hearty Potato Chicken Stir-fry Soup,"Potato, chopped chicken, onion 1/2 1/2, green onion, green pepper, red pepper, sesame leaf, whole pepper, green onion leaf, 3 cups water (600ml), sugar, red pepper powder, soy sauce, starch syrup, red pepper paste, minced garlic, minced ginger, black pepper","Pour peeled potatoes and enough water to submerge in a pot and boil until half cooked. 4 potatoes, 3 cups (600ml) water in a pot In another pot, boil the chicken ingredients (5 whole peppercorns, 3 green onion leaves) and water When it boils, add the chicken and blanch for about 1 minute. 1 Chicken, cut into pieces Make the sauce in a concave pan, pour the poached chicken, potatoes, seasoning sauce, and water (3 cups = 600ml), open the lid, and simmer over medium heat.[ Seasoning sauce] 3 cups (600ml) water, 2 tablespoons sugar, 4 tablespoons red pepper powder, 3 tablespoons soy sauce, 2 tablespoons starch syrup, 2 tablespoons red pepper paste, 2 tablespoons minced garlic, 1/3 tablespoon minced ginger, and pepper powder. Boil for 15 minutes. Add chopped onion over medium heat and simmer for another 10 minutes. 1/2 onion When chicken and potatoes are fully cooked and the broth is reduced to half, add diagonally sliced ​​green onion, red pepper, and sesame leaves and boil a little more to finish. Green onion 20cm, 1 green pepper, 1 red pepper, 10 perilla leaves"
볶음류,닭볶음_닭가슴살_피망,닭볶음,닭가슴살,피망,해당없음,Potatoes are plunging into the bubble soup! Hearty Potato Chicken Stir-fry Soup,"Potato, chopped chicken, onion 1/2 1/2, green onion, green pepper, red pepper, sesame leaf, whole pepper, green onion leaf, 3 cups water (600ml), sugar, red pepper powder, soy sauce, starch syrup, red pepper paste, minced garlic, minced ginger, black pepper","Pour peeled potatoes and enough water to submerge in a pot and boil until half cooked. 4 potatoes, 3 cups (600ml) water in a pot In another pot, boil the chicken ingredients (5 whole peppercorns, 3 green onion leaves) and water When it boils, add the chicken and blanch for about 1 minute. 1 Chicken, cut into pieces Make the sauce in a concave pan, pour the poached chicken, potatoes, seasoning sauce, and water (3 cups = 600ml), open the lid, and simmer over medium heat.[ Seasoning sauce] 3 cups (600ml) water, 2 tablespoons sugar, 4 tablespoons red pepper powder, 3 tablespoons soy sauce, 2 tablespoons starch syrup, 2 tablespoons red pepper paste, 2 tablespoons minced garlic, 1/3 tablespoon minced ginger, and pepper powder. Boil for 15 minutes. Add chopped onion over medium heat and simmer for another 10 minutes. 1/2 onion When chicken and potatoes are fully cooked and the broth is reduced to half, add diagonally sliced ​​green onion, red pepper, and sesame leaves and boil a little more to finish. Green onion 20cm, 1 green pepper, 1 red pepper, 10 perilla leaves"
볶음류,당근볶음,당근볶음,해당없음,해당없음,해당없음,in,in,in
볶음류,돼지고기볶음_김치,돼지고기볶음,김치,해당없음,해당없음,in,in,in
볶음류,돼지고기볶음_채소,돼지고기볶음,채소,해당없음,해당없음,in,in,in
볶음류,돼지고기볶음(제육볶음),돼지고기볶음(제육볶음),NaN,해당없음,해당없음,in,in,in
볶음류,떡볶이,떡볶이,해당없음,해당없음,해당없음,"[Calorie cut] Tteokbokki, the enemy of diet! Tteokbokki Calorie Cut Challenge!","Konjac, fish cake, cabbage, onion, egg, red pepper paste, red pepper powder, allulose, minced garlic, soy sauce, water","Boil the egg Cut the fish cake into the desired shape and cut the cabbage and onion into bite-size pieces Add red pepper powder, minced garlic, soy sauce, and allulose to red pepper paste and mix Use allulose to reduce calories while maintaining sweetness and reducing calories by 1/10 Konjac Put 1 tablespoon of vinegar in boiling water and blanch for about 1 minute. Instead of rice cake, use konjac rich in dietary fiber and blanch in vinegar water to reduce the calories. You can remove the unique flavor of konjac! Put water in a pot and boil the seasoning sauce. When it boils, add fish cake, onion and cabbage and boil. When vegetables are cooked, add poached konjac and boil. Add boiled eggs"
